brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Tata,NEXON XZA PLUS SUNROOF PETROL,Automatic,2021,1/11/2021,Petrol,1199.0,43545,1st owner,912000,17359,Yes,Yes,UP16,2021 Tata NEXON XZA PLUS SUNROOF PETROL
Toyota,Etios VX,Manual,2011,1/3/2011,Petrol,1496.0,71433,1st owner,232000,10921,No,No,DL4C,2011 Toyota Etios VX
Maruti,Baleno ZETA PETROL 1.2,Manual,2020,1/8/2020,Petrol,1197.0,58514,1st owner,626000,12230,No,Yes,DL2C,2020 Maruti Baleno ZETA PETROL 1.2
Honda,Amaze 1.2L I-VTEC VX,Manual,2015,1/10/2015,Petrol,1198.0,115667,1st owner,368000,8185,No,No,DL1C,2015 Honda Amaze 1.2L I-VTEC VX
Maruti,Dzire LXI,Manual,2019,1/7/2019,Petrol,1197.0,29453,1st owner,519000,10146,Yes,No,DL9C,2019 Maruti Dzire LXI
Datsun,Redi Go T(O) 1.0,Manual,2020,1/12/2022,Petrol,999.0,39841,1st owner,342000,6695,Yes,No,UP16,2020 Datsun Redi Go T(O) 1.0
Renault,TRIBER RXZ AMT,Automatic,2021,1/2/2022,Petrol,999.0,24365,1st owner,679000,13265,Yes,No,HR26,2021 Renault TRIBER RXZ AMT
Hyundai,i10 ERA 1.1,Manual,2013,1/1/2014,Petrol,,44757,2nd owner,209000,5496,No,No,HR26,2013 Hyundai i10 ERA 1.1
Honda,City 1.5L I-VTEC V MT,Manual,2015,1/5/2015,CNG,1497.0,77885,1st owner,565000,14873,Yes,Yes,DL13,2015 Honda City 1.5L I-VTEC V MT
Maruti,IGNIS DELTA 1.2 AMT,Automatic,2018,1/8/2019,Petrol,1197.0,42726,2nd owner,435000,8497,Yes,No,UP78,2018 Maruti IGNIS DELTA 1.2 AMT
Honda,Amaze 1.2L I-VTEC V,Manual,2019,1/12/2019,Petrol,1199.0,37520,1st owner,630000,12314,Yes,Yes,UP16,2019 Honda Amaze 1.2L I-VTEC V
Tata,NEXON EV XZ PLUS,Automatic,2022,1/3/2022,Electric,,56728,1st owner,1350000,25696,Yes,Yes,DL7G,2022 Tata NEXON EV XZ PLUS
Maruti,Celerio VXI AMT,Automatic,2014,1/9/2014,Petrol,998.0,102506,1st owner,291000,6478,No,Yes,UP14,2014 Maruti Celerio VXI AMT
KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,Manual,2022,1/5/2022,Petrol,1353.0,17046,2nd owner,1441000,27428,Yes,Yes,UP14,2022 KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR
Hyundai,Elite i20 MAGNA 1.2,Manual,2016,1/3/2016,Petrol,1197.0,84053,1st owner,434000,8493,No,Yes,DL8C,2016 Hyundai Elite i20 MAGNA 1.2
Hyundai,Creta S 1.6 PETROL,Manual,2016,1/2/2016,Petrol,1591.0,69725,1st owner,684000,13366,No,No,UP14,2016 Hyundai Creta S 1.6 PETROL
Hyundai,AURA S 1.2 CNG,Manual,2022,1/4/2022,CNG,1197.0,17709,1st owner,750000,14663,Yes,Yes,UP14,2022 Hyundai AURA S 1.2 CNG
KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2019,1/1/2020,Diesel,1493.0,29529,1st owner,1249000,27156,Yes,No,UP81,2019 KIA SELTOS GTX PLUS AT 1.5 DIESEL
Datsun,Redi Go A,Manual,2018,1/2/2019,Petrol,799.0,45255,1st owner,225000,4404,Yes,No,UP14,2018 Datsun Redi Go A
Hyundai,Elite i20 SPORTZ PLUS 1.2 DUAL TONE,Manual,2019,1/6/2019,Petrol,1197.0,32118,1st owner,662000,12945,Yes,No,UP14,2019 Hyundai Elite i20 SPORTZ PLUS 1.2 DUAL TONE
Maruti,Wagon R 1.0 VXI,Manual,2016,1/8/2016,Petrol,998.0,79338,1st owner,325000,6348,No,No,DL5C,2016 Maruti Wagon R 1.0 VXI
Honda,Brio S MT,Manual,2014,1/3/2014,Petrol,1198.0,58114,1st owner,290000,6458,No,Yes,DL3C,2014 Honda Brio S MT
Maruti,Swift LXI,Manual,2020,1/10/2020,Petrol,1197.0,39683,1st owner,485000,9478,Yes,Yes,UP14,2020 Maruti Swift LXI
Mahindra,XUV300 W6 1.5 DIESEL,Manual,2020,1/11/2020,Diesel,,79567,1st owner,820000,15615,Yes,Yes,UP14,2020 Mahindra XUV300 W6 1.5 DIESEL
Hyundai,Xcent E+,Manual,2018,1/5/2018,CNG,1197.0,103921,1st owner,438000,9735,No,No,UP14,2018 Hyundai Xcent E+
KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2022,1/7/2022,Diesel,,39906,1st owner,1608000,30607,Yes,No,DL12,2022 KIA SELTOS GTX PLUS AT 1.5 DIESEL
Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,Manual,2021,1/1/2022,Petrol,1197.0,14126,1st owner,553000,10813,Yes,Yes,UP16,2021 Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT
Maruti,Wagon R 1.0 LXI,Manual,2014,1/5/2014,Petrol,998.0,53493,1st owner,262000,5824,Yes,No,DL5C,2014 Maruti Wagon R 1.0 LXI
MG,HECTOR SHARP HYBRID 1.5 PETROL,Manual,2021,1/7/2021,Petrol,1451.0,38816,1st owner,1503000,28615,Yes,No,UP14,2021 MG HECTOR SHARP HYBRID 1.5 PETROL
Hyundai,AURA S 1.2,Manual,2022,1/2/2022,Petrol,1197.0,25009,1st owner,657000,12849,Yes,Yes,DL5C,2022 Hyundai AURA S 1.2
Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2020,1/7/2020,Petrol,1353.0,48230,2nd owner,1414000,26907,Yes,Yes,DL12,2020 Hyundai Creta SX (O) 1.4 TURBO DCT
Mahindra,Bolero B6 (O),Manual,2021,1/8/2021,Diesel,1493.0,35315,1st owner,860000,16369,Yes,Yes,UP37,2021 Mahindra Bolero B6 (O)
Mahindra,Scorpio S11 2WD,Manual,2021,1/9/2021,Diesel,2179.0,68721,1st owner,1480000,28170,Yes,No,UP14,2021 Mahindra Scorpio S11 2WD
Honda,Amaze 1.2L I-VTEC E,Manual,2018,1/2/2018,CNG,,73050,1st owner,492000,9619,No,No,UP37,2018 Honda Amaze 1.2L I-VTEC E
Maruti,Swift LXI (O),Manual,2016,1/7/2016,Petrol,1197.0,50176,1st owner,390000,7622,No,No,DL6C,2016 Maruti Swift LXI (O)
Maruti,Wagon R 1.0 LXI CNG,Manual,2018,1/5/2018,CNG,998.0,65780,2nd owner,351000,6869,No,No,HR29,2018 Maruti Wagon R 1.0 LXI CNG
Hyundai,Verna 1.6 VTVT SX,Manual,2017,1/10/2017,Petrol,1591.0,87228,1st owner,739000,14440,No,Yes,HR51,2017 Hyundai Verna 1.6 VTVT SX
Maruti,Swift VXI,Manual,2015,1/7/2015,Petrol,1197.0,43805,1st owner,372000,7266,Yes,No,HR29,2015 Maruti Swift VXI
Maruti,Swift VXI AMT,Automatic,2021,1/9/2021,Petrol,1197.0,29279,1st owner,647000,12652,Yes,No,DL3C,2021 Maruti Swift VXI AMT
Honda,Jazz 1.2L I-VTEC V CVT,Automatic,2018,1/4/2018,Petrol,,55884,1st owner,616000,12043,Yes,Yes,HR29,2018 Honda Jazz 1.2L I-VTEC V CVT
Hyundai,Elite i20 MAGNA PLUS 1.2,Manual,2019,1/7/2019,Petrol,1197.0,69807,3rd owner,447000,8735,Yes,No,HR51,2019 Hyundai Elite i20 MAGNA PLUS 1.2
KIA,SELTOS HTK PLUS 1.5 DIESEL IMT,Manual,2022,1/12/2022,Diesel,1493.0,44548,1st owner,1340000,25506,Yes,No,HR87,2022 KIA SELTOS HTK PLUS 1.5 DIESEL IMT
Maruti,Wagon R 1.0 VXI,Manual,2014,1/5/2014,CNG,998.0,81616,2nd owner,280000,9312,No,No,HR29,2014 Maruti Wagon R 1.0 VXI
Maruti,Alto 800 LXI,Manual,2018,1/4/2018,Petrol,796.0,68182,2nd owner,272000,5319,Yes,No,HR51,2018 Maruti Alto 800 LXI
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2022,1/3/2022,Petrol,1462.0,29231,1st owner,1055000,20081,Yes,No,HR51,2022 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Maruti,IGNIS DELTA 1.2,Manual,2018,1/2/2018,Petrol,1197.0,57568,1st owner,432000,8443,Yes,Yes,HR51,2018 Maruti IGNIS DELTA 1.2
Maruti,Dzire VXI,Manual,2019,1/4/2019,Petrol,1197.0,43305,1st owner,553000,10811,Yes,No,HR05,2019 Maruti Dzire VXI
Renault,Kwid RXL 1.0 AMT,Automatic,2017,1/1/2018,Petrol,999.0,56687,1st owner,279000,5457,Yes,Yes,HR87,2017 Renault Kwid RXL 1.0 AMT
Mahindra,Kuv100 K4 6 STR,Manual,2016,1/5/2016,Petrol,1198.0,27368,1st owner,337000,6588,Yes,No,HR51,2016 Mahindra Kuv100 K4 6 STR
Tata,TIGOR XZ PLUS CNG LEATHERETTE PACK,Manual,2022,1/12/2022,CNG,,32677,1st owner,727000,14219,Yes,Yes,UP85,2022 Tata TIGOR XZ PLUS CNG LEATHERETTE PACK
Honda,City 1.5L I-VTEC V MT,Manual,2017,1/5/2017,Petrol,1497.0,70725,2nd owner,613000,11992,No,Yes,HR10,2017 Honda City 1.5L I-VTEC V MT
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2021,1/4/2021,Petrol,1353.0,13153,1st owner,1491000,28380,Yes,No,HR51,2021 KIA SELTOS GTX PLUS DCT 1.4 PETROL
Honda,Amaze 1.2L I-VTEC S,Manual,2019,1/10/2019,Petrol,1199.0,58524,2nd owner,504000,9851,Yes,No,HR29,2019 Honda Amaze 1.2L I-VTEC S
Maruti,Vitara Brezza ZXI,Manual,2020,1/8/2020,Petrol,1462.0,82142,1st owner,730000,14268,Yes,No,DL3C,2020 Maruti Vitara Brezza ZXI
Hyundai,i20 SPORTZ 1.2,Manual,2014,1/5/2014,CNG,1197.0,83724,2nd owner,362000,12031,No,No,HR26,2014 Hyundai i20 SPORTZ 1.2
Maruti,Wagon R 1.0 VXI,Manual,2013,1/9/2013,Petrol,998.0,19147,2nd owner,247000,6494,Yes,No,DL5C,2013 Maruti Wagon R 1.0 VXI
Hyundai,NEW SANTRO SPORTZ CNG,Manual,2019,1/9/2019,CNG,1086.0,63126,1st owner,474000,9265,Yes,No,HR29,2019 Hyundai NEW SANTRO SPORTZ CNG
Hyundai,Elite i20 ASTA 1.2,Manual,2015,1/5/2015,CNG,1197.0,71476,1st owner,443000,11666,Yes,No,HR51,2015 Hyundai Elite i20 ASTA 1.2
Tata,TIGOR XZ PLUS CNG,Manual,2022,1/7/2022,CNG,1199.0,40949,1st owner,721000,14087,Yes,Yes,UP16,2022 Tata TIGOR XZ PLUS CNG
Maruti,Alto K10 VXI,Manual,2017,1/11/2017,Petrol,998.0,98904,1st owner,273000,5332,No,No,DL8C,2017 Maruti Alto K10 VXI
Tata,NEXON EV XM,Automatic,2023,1/8/2023,Electric,,40647,1st owner,1411000,26857,Yes,Yes,UP16,2023 Tata NEXON EV XM
Ford,Ecosport TREND 1.5L PETROL,Manual,2013,1/1/2014,Petrol,1499.0,79269,1st owner,335000,8822,No,No,DL10,2013 Ford Ecosport TREND 1.5L PETROL
Honda,WR-V 1.2L I-VTEC VX MT,Manual,2017,1/9/2017,Petrol,1199.0,52817,2nd owner,537000,10500,Yes,No,DL10,2017 Honda WR-V 1.2L I-VTEC VX MT
Hyundai,Elite i20 SPORTZ 1.2,Manual,2015,1/6/2015,Petrol,1197.0,101695,2nd owner,429000,9537,No,No,UP16,2015 Hyundai Elite i20 SPORTZ 1.2
Maruti,Dzire ZXI PLUS,Manual,2018,1/11/2018,Petrol,1197.0,76745,1st owner,590000,11538,Yes,No,UP16,2018 Maruti Dzire ZXI PLUS
Maruti,S PRESSO VXI PLUS AMT,Automatic,2020,1/8/2020,Petrol,998.0,31302,1st owner,436000,8530,Yes,Yes,DL2C,2020 Maruti S PRESSO VXI PLUS AMT
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2019,1/10/2019,Petrol,1197.0,23115,1st owner,607000,11861,Yes,Yes,DL8C,2019 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2022,1/10/2022,Petrol,1497.0,29134,1st owner,1222000,23260,Yes,Yes,UP16,2022 KIA SELTOS HTK PLUS 1.5 IMT
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2016,1/7/2016,Petrol,1197.0,89112,1st owner,475000,9289,No,Yes,DL12,2016 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,IGNIS ZETA 1.2 AMT,Automatic,2022,1/3/2022,Petrol,1197.0,20115,1st owner,625000,12215,Yes,Yes,UP16,2022 Maruti IGNIS ZETA 1.2 AMT
Mahindra,XUV700 AX 3 D AT 5 STR,Automatic,2022,1/7/2022,Diesel,2184.0,26005,1st owner,1593000,30326,Yes,No,UP16,2022 Mahindra XUV700 AX 3 D AT 5 STR
Honda,BR-V 1.5L I-VTEC S,Manual,2018,1/3/2018,Petrol,1497.0,35709,1st owner,721000,14087,Yes,Yes,UP16,2018 Honda BR-V 1.5L I-VTEC S
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2021,1/7/2021,Diesel,1498.0,70310,1st owner,831000,15822,No,Yes,UP14,2021 Ford Ecosport TITANIUM 1.5L DIESEL
Maruti,Swift ZXI PLUS,Manual,2018,1/3/2018,Petrol,1197.0,73844,2nd owner,537000,10489,No,No,HR51,2018 Maruti Swift ZXI PLUS
Hyundai,Elite i20 SPORTZ 1.2,Manual,2015,1/1/2016,Petrol,1197.0,54932,1st owner,455000,8888,No,No,HR26,2015 Hyundai Elite i20 SPORTZ 1.2
Honda,Amaze 1.2L I-VTEC S,Manual,2017,1/7/2017,Petrol,1198.0,45651,2nd owner,424000,8287,Yes,No,HR51,2017 Honda Amaze 1.2L I-VTEC S
Tata,Tiago XZ PETROL,Manual,2017,1/8/2017,Petrol,1199.0,73180,1st owner,387000,7560,No,No,UP16,2017 Tata Tiago XZ PETROL
Maruti,Swift VXI,Manual,2021,1/3/2021,Petrol,1197.0,52266,1st owner,584000,11413,Yes,No,UP16,2021 Maruti Swift VXI
Hyundai,NEW I20 SPORTZ 1.2 MT,Manual,2021,1/11/2021,Petrol,1197.0,44186,1st owner,709000,13856,Yes,Yes,DL7C,2021 Hyundai NEW I20 SPORTZ 1.2 MT
Honda,City 1.5L I-VTEC V MT,Manual,2016,1/3/2016,CNG,1497.0,71930,2nd owner,570000,12677,No,No,HR29,2016 Honda City 1.5L I-VTEC V MT
Maruti,Alto K10 VXI,Manual,2023,1/9/2023,Petrol,998.0,7540,1st owner,466000,9119,Yes,Yes,UP16,2023 Maruti Alto K10 VXI
Maruti,Eeco 5 STR AC CNG,Manual,2023,1/4/2023,CNG,1197.0,28162,1st owner,614000,12004,Yes,No,UP14,2023 Maruti Eeco 5 STR AC CNG
Honda,WR-V 1.2L I-VTEC VX MT,Manual,2019,1/1/2019,Petrol,1199.0,79639,1st owner,694000,13573,Yes,No,DL10,2019 Honda WR-V 1.2L I-VTEC VX MT
Tata,NEXON XM PETROL,Manual,2018,1/7/2018,Petrol,1198.0,36153,2nd owner,548000,10712,Yes,No,DL10,2018 Tata NEXON XM PETROL
MG,HECTOR SAVVY PRO 1.5 TURBO CVT PETROL,Automatic,2023,1/2/2023,Petrol,1451.0,30857,1st owner,2004000,38144,Yes,No,UP16,2023 MG HECTOR SAVVY PRO 1.5 TURBO CVT PETROL
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2021,1/4/2021,Diesel,1498.0,24617,1st owner,873000,16617,Yes,No,UP16,2021 Ford Ecosport TITANIUM 1.5L DIESEL
Tata,Safari XZA,Automatic,2022,1/6/2022,Diesel,1956.0,44610,1st owner,1655000,31501,Yes,No,UP16,2022 Tata Safari XZA
Nissan,Micra XL PETROL,Manual,2012,1/10/2012,Petrol,1198.0,86119,1st owner,184000,6102,No,Yes,DL1C,2012 Nissan Micra XL PETROL
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2023,1/5/2023,Diesel,1497.0,6428,1st owner,1400000,26648,Yes,Yes,UP16,2023 Mahindra XUV300 W8 (O) 1.5 DIESEL
Hyundai,Eon ERA +,Manual,2014,1/11/2014,Petrol,814.0,43937,1st owner,218000,4851,Yes,Yes,DL2C,2014 Hyundai Eon ERA +
Honda,City 1.5L I-VTEC V CVT 5TH GEN,Automatic,2022,1/12/2022,Petrol,1498.0,9308,1st owner,1144000,21775,Yes,Yes,UP16,2022 Honda City 1.5L I-VTEC V CVT 5TH GEN
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,1/3/2017,Petrol,1591.0,31841,1st owner,771000,15081,Yes,No,UP16,2017 Hyundai Creta E PLUS 1.6 PETROL
Honda,Amaze 1.2L I-VTEC V CVT,Automatic,2019,1/3/2019,Petrol,1498.0,49976,1st owner,660000,12895,Yes,Yes,UP16,2019 Honda Amaze 1.2L I-VTEC V CVT
Hyundai,Verna FLUIDIC 1.6 VTVT SX OPT,Manual,2013,1/5/2013,Petrol,1591.0,77451,2nd owner,387000,10190,No,Yes,DL12,2013 Hyundai Verna FLUIDIC 1.6 VTVT SX OPT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,1/2/2017,Petrol,1591.0,53041,2nd owner,701000,13707,Yes,No,DL1C,2017 Hyundai Creta E PLUS 1.6 PETROL
Maruti,Swift ZXI,Manual,2014,1/7/2014,Petrol,1197.0,73079,1st owner,372000,8277,No,Yes,DL3C,2014 Maruti Swift ZXI
Toyota,Innova Crysta 2.7 VX 7 STR,Manual,2022,1/1/2023,Petrol,2694.0,21296,1st owner,2051000,39039,Yes,No,UP16,2022 Toyota Innova Crysta 2.7 VX 7 STR
Honda,Amaze 1.2L I-VTEC S,Manual,2015,1/4/2015,Petrol,1198.0,27779,1st owner,367000,7174,No,No,HR51,2015 Honda Amaze 1.2L I-VTEC S
Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2019,1/4/2019,Petrol,1497.0,74910,1st owner,692000,13526,No,No,HR51,2019 Ford Ecosport TITANIUM 1.5L PETROL
Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,Manual,2019,1/7/2020,Petrol,1197.0,72742,1st owner,462000,9041,Yes,No,HR72,2019 Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT
Tata,Safari XZA PLUS GOLD 6 S,Automatic,2021,1/12/2021,Diesel,1956.0,62380,1st owner,1864000,35474,Yes,Yes,HR26,2021 Tata Safari XZA PLUS GOLD 6 S
Honda,Jazz 1.2L I-VTEC V CVT,Automatic,2021,1/7/2021,Petrol,1199.0,30141,1st owner,786000,15359,Yes,No,DL4C,2021 Honda Jazz 1.2L I-VTEC V CVT
Renault,Duster RXS CVT,Automatic,2018,1/9/2018,Petrol,1498.0,107311,1st owner,614000,13660,No,No,HR26,2018 Renault Duster RXS CVT
Maruti,Alto LXI OPT CNG,Manual,2022,1/12/2022,CNG,796.0,21397,1st owner,427000,8339,Yes,Yes,HR72,2022 Maruti Alto LXI OPT CNG
Mahindra,XUV300 W6 1.5 DIESEL,Manual,2022,1/7/2022,Diesel,,57845,1st owner,935000,17797,Yes,No,HR26,2022 Mahindra XUV300 W6 1.5 DIESEL
Hyundai,Verna 1.6 VTVT SX,Manual,2017,1/11/2017,Petrol,1591.0,97913,2nd owner,676000,13221,No,No,HR26,2017 Hyundai Verna 1.6 VTVT SX
Maruti,Alto K10 VXI AMT,Automatic,2016,1/3/2016,Petrol,998.0,44902,2nd owner,289000,5659,Yes,No,HR36,2016 Maruti Alto K10 VXI AMT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019,1/9/2019,Petrol,1197.0,42870,1st owner,498000,9743,Yes,Yes,UP78,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Honda,Amaze 1.5L I-DTEC V,Manual,2018,,Diesel,1498.0,33476,1st owner,752000,14700,No,No,KA53,2018 Honda Amaze 1.5L I-DTEC V
Honda,City 1.5L I-VTEC V MT,Manual,2013,,Petrol,1497.0,84818,1st owner,471000,12402,No,No,KA51,2013 Honda City 1.5L I-VTEC V MT
Renault,Duster 110 PS RXL DIESEL,Manual,2015,,Diesel,,94510,2nd owner,574000,12768,Yes,No,KA53,2015 Renault Duster 110 PS RXL DIESEL
Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2016,,Petrol,1499.0,71617,1st owner,625000,12224,No,No,KA03,2016 Ford Ecosport TITANIUM 1.5L PETROL
Renault,Duster 85 PS RXZ DIESEL,Manual,2017,,Diesel,1461.0,71918,2nd owner,749000,14645,No,No,KA51,2017 Renault Duster 85 PS RXZ DIESEL
Maruti,Alto K10 VXI,Manual,2016,,Petrol,998.0,65574,3rd owner,318000,6217,No,No,KA50,2016 Maruti Alto K10 VXI
Maruti,Celerio VXI AMT,Automatic,2018,,Petrol,998.0,40683,1st owner,504000,9862,Yes,No,KA03,2018 Maruti Celerio VXI AMT
Maruti,Baleno DELTA PETROL 1.2,Manual,2022,,Petrol,1197.0,23050,1st owner,754000,14741,Yes,No,KA41,2022 Maruti Baleno DELTA PETROL 1.2
Hyundai,i20 SPORTZ 1.4 CRDI,Manual,2014,,Diesel,1396.0,35024,1st owner,520000,13685,Yes,No,KA04,2014 Hyundai i20 SPORTZ 1.4 CRDI
Mahindra,XUV700 AX 7 LUXURY P AT 7 STR,Automatic,2023,,Petrol,1997.0,11330,1st owner,2487000,47338,Yes,No,KA01,2023 Mahindra XUV700 AX 7 LUXURY P AT 7 STR
Tata,ALTROZ XZ PETROL,Manual,2020,,Petrol,1199.0,11336,1st owner,735000,14370,Yes,No,KA53,2020 Tata ALTROZ XZ PETROL
Renault,Kwid RXT 1.0 AMT (O),Automatic,2020,,Petrol,999.0,24745,1st owner,483000,9435,Yes,No,KA53,2020 Renault Kwid RXT 1.0 AMT (O)
Mahindra,Thar LX P 2WD AT HT,Automatic,2023,,Petrol,1997.0,11796,1st owner,1445000,27504,Yes,Yes,KA05,2023 Mahindra Thar LX P 2WD AT HT
Maruti,Celerio ZXI,Manual,2015,,Petrol,998.0,31672,1st owner,414000,8086,Yes,No,KA51,2015 Maruti Celerio ZXI
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197.0,26623,2nd owner,483000,9439,Yes,No,KA04,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Maruti,Celerio ZXI AMT (O),Automatic,2019,,Petrol,998.0,56397,1st owner,483000,9444,No,No,KA18,2019 Maruti Celerio ZXI AMT (O)
Hyundai,i20 MAGNA (O) 1.2,Manual,2010,,Petrol,,62220,2nd owner,271000,24091,No,No,KA05,2010 Hyundai i20 MAGNA (O) 1.2
Renault,Kwid RXT 1.0 AMT (O),Automatic,2017,,Petrol,999.0,46878,2nd owner,357000,6985,No,No,KA53,2017 Renault Kwid RXT 1.0 AMT (O)
Maruti,Wagon R 1.0 VXI AMT,Automatic,2016,,Petrol,998.0,21014,1st owner,431000,8426,Yes,No,KA05,2016 Maruti Wagon R 1.0 VXI AMT
Maruti,Celerio ZXI,Manual,2015,,Petrol,998.0,69696,1st owner,418000,8163,No,No,KA25,2015 Maruti Celerio ZXI
Hyundai,Elite i20 ASTA 1.2 (O),Manual,2016,,Petrol,1197.0,43248,1st owner,658000,12861,Yes,No,KA53,2016 Hyundai Elite i20 ASTA 1.2 (O)
Tata,ALTROZ XZ I-TURBO PETROL,Manual,2023,,Petrol,1199.0,14929,1st owner,897000,17074,Yes,No,KA18,2023 Tata ALTROZ XZ I-TURBO PETROL
Renault,TRIBER RXL MT,Manual,2021,,Petrol,999.0,54387,1st owner,590000,11529,Yes,No,KA01,2021 Renault TRIBER RXL MT
KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,2019,,Diesel,1493.0,40508,2nd owner,1120000,21318,Yes,No,KA51,2019 KIA SELTOS HTK PLUS 1.5 DIESEL
Hyundai,i10 SPORTZ 1.2,Manual,2013,,Petrol,1197.0,97083,1st owner,350000,9222,No,No,KA51,2013 Hyundai i10 SPORTZ 1.2
Tata,ALTROZ XZ I-TURBO PETROL,Manual,2022,,Petrol,1199.0,16535,1st owner,866000,16478,Yes,No,KA01,2022 Tata ALTROZ XZ I-TURBO PETROL
Maruti,Swift VXI,Manual,2014,,Petrol,,32533,1st owner,480000,10679,Yes,No,KA51,2014 Maruti Swift VXI
Volkswagen,Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,Automatic,2018,,Diesel,1498.0,63632,2nd owner,692000,13527,Yes,No,KA09,2018 Volkswagen Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY
Tata,Harrier XT PLUS 2.0L KRYOTEC,Manual,2022,,Diesel,1956.0,49190,1st owner,1687000,32110,Yes,Yes,KA33,2022 Tata Harrier XT PLUS 2.0L KRYOTEC
KIA,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,2020,,Diesel,1493.0,94361,2nd owner,1020000,19415,No,No,KA22,2020 KIA SELTOS HTK PLUS AT 1.5 DIESEL
Renault,Kwid RXT 1.0 AMT (O),Automatic,2020,,Petrol,999.0,27782,1st owner,483000,9441,Yes,No,KA51,2020 Renault Kwid RXT 1.0 AMT (O)
Maruti,Celerio ZXI,Manual,2017,,Petrol,998.0,38004,2nd owner,452000,8837,No,No,KA01,2017 Maruti Celerio ZXI
Maruti,Swift Dzire ZXI,Manual,2016,,Petrol,1197.0,57333,1st owner,619000,12104,No,No,KA53,2016 Maruti Swift Dzire ZXI
Hyundai,Verna 1.6 CRDI SX,Manual,2016,,Diesel,1582.0,69384,2nd owner,730000,14278,Yes,No,KA53,2016 Hyundai Verna 1.6 CRDI SX
Hyundai,NEW I20 ASTA 1.2 AT,Automatic,2021,,Petrol,1197.0,30962,2nd owner,863000,16418,Yes,No,KA51,2021 Hyundai NEW I20 ASTA 1.2 AT
Renault,TRIBER RXZ,Manual,2021,,Petrol,999.0,37624,1st owner,706000,13811,Yes,No,KA05,2021 Renault TRIBER RXZ
Maruti,IGNIS ZETA 1.2,Manual,2023,,Petrol,1197.0,19575,1st owner,692000,13525,Yes,No,KA04,2023 Maruti IGNIS ZETA 1.2
Hyundai,Creta SX PLUS AT 1.6 DIESEL,Automatic,2015,,Diesel,1582.0,106215,1st owner,835000,18155,No,Yes,KA19,2015 Hyundai Creta SX PLUS AT 1.6 DIESEL
Maruti,Alto K10 VXI PLUS,Manual,2023,,Petrol,998.0,9152,1st owner,541000,10586,Yes,No,KA25,2023 Maruti Alto K10 VXI PLUS
Tata,NEXON XZA PLUS (O) PETROL DUAL TONE,Automatic,2020,,Petrol,1199.0,45096,1st owner,997000,18977,Yes,No,KA04,2020 Tata NEXON XZA PLUS (O) PETROL DUAL TONE
Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2020,,Petrol,1353.0,13530,2nd owner,1513000,28799,Yes,Yes,KA05,2020 Hyundai Creta SX (O) 1.4 TURBO DCT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019,,Petrol,1197.0,50441,1st owner,565000,11054,Yes,No,KA03,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021,,Petrol,1197.0,36554,1st owner,690000,13486,Yes,No,KA05,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
